SCHOOL_DISTANCE,NEEDS_SCHOOL_BUS,CENSUS_REGION,HHFAMINC,HH_RACE,HH_HISP,MSASIZE,URBRUR
2.625,1,Middle Atlantic,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,West North Central,"Less than $10,000",White,No,Not in MSA or CMSA,Rural
2.625,0,Pacific,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
16.439,1,South Atlantic,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.005,0,Pacific,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.005,0,Pacific,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
3.318,1,West South Central,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.318,1,West South Central,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
6.839,1,East South Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
6.84,1,East South Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Rural
2.625,0,Pacific,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.604,1,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.604,1,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.657,0,West North Central,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Urban
1.034,0,Pacific,"$100,000 to $124,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.715,0,Pacific,"$100,000 to $124,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.715,0,Pacific,"$100,000 to $124,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.974,0,West North Central,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
0.446,0,West North Central,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
8.163,1,Pacific,"$25,000 to $34,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
1.927,1,Pacific,"$25,000 to $34,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.304,0,East North Central,"$10,000 to $14,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.304,0,East North Central,"$10,000 to $14,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
5.359,0,South Atlantic,No data,White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.512,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
12.897,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.657,1,West South Central,"$50,000 to $74,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Mountain,"$25,000 to $34,999",White,Yes,"In an MSA of Less than 250,000",Urban
6.033,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Urban
0.365,0,Mountain,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
0.355,0,Mountain,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
0.355,0,Mountain,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
11.572,0,Pacific,"$75,000 to $99,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
0.498,0,West South Central,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Urban
0.498,0,West South Central,"$35,000 to $49,999",White,No,Not in MSA or CMSA,Urban
2.625,1,West South Central,"$75,000 to $99,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
0.966,1,West South Central,"$75,000 to $99,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$75,000 to $99,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
3.29,1,Pacific,No data,Asian,No,In an MSA or CMSA of 3 million or more,Urban
1.041,1,Pacific,No data,Asian,No,In an MSA or CMSA of 3 million or more,Urban
1.041,1,Pacific,No data,Asian,No,In an MSA or CMSA of 3 million or more,Urban
1.041,1,Pacific,No data,Asian,No,In an MSA or CMSA of 3 million or more,Urban
6.611,0,Middle Atlantic,"$150,000 to $199,999",White,No,Not in MSA or CMSA,Rural
6.611,0,Middle Atlantic,"$150,000 to $199,999",White,No,Not in MSA or CMSA,Rural
0.856,0,Pacific,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.839,0,Pacific,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
2.625,1,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Rural
4.234,1,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,East North Central,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
2.625,0,East North Central,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
2.625,0,East North Central,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
2.625,0,South Atlantic,"$25,000 to $34,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$100,000 to $124,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.31,0,Middle Atlantic,"$35,000 to $49,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
0.311,0,Middle Atlantic,"$35,000 to $49,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
0.311,0,Middle Atlantic,"$35,000 to $49,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
2.625,1,South Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.471,0,South Atlantic,"$35,000 to $49,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
2.471,0,South Atlantic,"$35,000 to $49,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
2.625,0,Pacific,"$35,000 to $49,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West North Central,"$15,000 to $24,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,West North Central,"$15,000 to $24,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
4.719,0,West South Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Urban
2.078,1,West South Central,"$25,000 to $34,999",White,No,Not in MSA or CMSA,Urban
2.625,0,West South Central,"$200,000 or more",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$200,000 or more",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Middle Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,Middle Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,Pacific,"$25,000 to $34,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.63,0,West South Central,"$100,000 to $124,999",Other,No,In an MSA or CMSA of 3 million or more,Urban
3.745,0,South Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
3.745,0,South Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
1.243,0,East North Central,"$10,000 to $14,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
7.46,0,South Atlantic,"$10,000 to $14,999",White,No,Not in MSA or CMSA,Rural
2.625,0,West North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,West South Central,"$15,000 to $24,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,1,West South Central,"$15,000 to $24,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
0.524,1,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,1,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
5.891,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
6.651,1,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.315,1,Pacific,"$200,000 or more",White,Yes,"In an MSA of Less than 250,000",Urban
1.154,0,Pacific,"$200,000 or more",White,Yes,"In an MSA of Less than 250,000",Urban
3.223,1,South Atlantic,"$15,000 to $24,999",American Indian or Alaska Native,No,"In an MSA of 250,000 - 499,999",Urban
4.037,0,West South Central,"$15,000 to $24,999",Black or African American,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,East North Central,"$35,000 to $49,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,East North Central,"$35,000 to $49,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.086,0,Pacific,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$200,000 or more",No data,Yes,"In an MSA of 500,000 - 999,999",Urban
0.684,0,Pacific,"$200,000 or more",No data,Yes,"In an MSA of 500,000 - 999,999",Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Rural
1.949,1,West South Central,"$35,000 to $49,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
1.435,1,West South Central,"$35,000 to $49,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$35,000 to $49,999",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
1.269,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.269,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Pacific,"Less than $10,000",American Indian or Alaska Native,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,1,New England,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
0.799,0,South Atlantic,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.799,0,South Atlantic,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.337,0,Pacific,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
0.337,0,Pacific,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
4.27,1,Mountain,"$15,000 to $24,999",White,No,"In an MSA of Less than 250,000",Rural
4.27,1,Mountain,"$15,000 to $24,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,1,South Atlantic,"$10,000 to $14,999",White,No,Not in MSA or CMSA,Rural
2.625,1,South Atlantic,"$10,000 to $14,999",White,No,Not in MSA or CMSA,Rural
2.625,1,South Atlantic,"$75,000 to $99,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,New England,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Pacific,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
2.625,0,East South Central,"$75,000 to $99,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
21.596,0,Mountain,"$100,000 to $124,999",White,No,"In an MSA of 500,000 - 999,999",Rural
1.305,1,South Atlantic,"$10,000 to $14,999",White,No,Not in MSA or CMSA,Urban
1.305,1,South Atlantic,"$10,000 to $14,999",White,No,Not in MSA or CMSA,Urban
6.067,1,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.719,1,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$75,000 to $99,999",White,No,"In an MSA of 250,000 - 499,999",Urban
18.348,0,West South Central,"$200,000 or more",Asian,No,In an MSA or CMSA of 3 million or more,Rural
2.625,0,Mountain,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Mountain,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,East North Central,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
8.37,1,South Atlantic,"$35,000 to $49,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
0.237,0,Pacific,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.564,0,West South Central,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.246,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,1,Middle Atlantic,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Rural
2.625,1,Middle Atlantic,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Rural
5.289,0,West South Central,"$10,000 to $14,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
5.289,0,West South Central,"$10,000 to $14,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$150,000 to $199,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$15,000 to $24,999",White,Yes,Not in MSA or CMSA,Urban
3.775,0,West North Central,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,Pacific,"$50,000 to $74,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
1.372,0,West South Central,"$150,000 to $199,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
1.372,0,West South Central,"$150,000 to $199,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.405,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.405,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,Middle Atlantic,"$150,000 to $199,999",White,No,"In an MSA of Less than 250,000",Urban
0.29,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Urban
4.457,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Mountain,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Mountain,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
2.625,0,Mountain,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
7.459,0,West South Central,"$125,000 to $149,999",White,No,In an MSA or CMSA of 3 million or more,Urban
6.744,0,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
7.007,0,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
1.219,0,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,Mountain,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,Mountain,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.825,1,West South Central,"$25,000 to $34,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.561,0,West South Central,"$25,000 to $34,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
6.224,1,East North Central,"$100,000 to $124,999",Asian,No,"In an MSA of 500,000 - 999,999",Urban
2.227,0,West North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
1.57,0,West North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
0.394,0,West South Central,"$15,000 to $24,999",Other,Yes,Not in MSA or CMSA,Urban
0.394,0,West South Central,"$15,000 to $24,999",Other,Yes,Not in MSA or CMSA,Urban
2.625,0,East South Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
3.968,0,Pacific,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
4.591,0,Pacific,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
4.591,0,Pacific,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$100,000 to $124,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
4.383,1,East North Central,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,West South Central,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.997,1,Middle Atlantic,"$25,000 to $34,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
10.102,0,Middle Atlantic,"Less than $10,000",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
8.85,0,Middle Atlantic,"Less than $10,000",Other,Yes,In an MSA or CMSA of 3 million or more,Urban
0.287,0,West North Central,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Urban
0.971,0,West South Central,"$15,000 to $24,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.836,1,South Atlantic,"$125,000 to $149,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.301,0,Pacific,"$50,000 to $74,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.266,0,Pacific,"$50,000 to $74,999",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.679,0,Pacific,"$125,000 to $149,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.562,1,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
1.941,1,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
4.107,1,Mountain,"$75,000 to $99,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
3.584,1,Mountain,"$75,000 to $99,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.343,1,East North Central,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
